Date,Open,High,Low,Close,Volume,change_tomorrow,change_tomorrow_direction
1991-12-16,384.4800109863281,385.8399963378906,384.3699951171875,384.4599914550781,173080000,-0.44939156204970576,DOWN
1991-12-17,384.4599914550781,385.0499877929688,382.6000061035156,382.739990234375,191310000,0.19297505235011947,UP
1991-12-18,382.739990234375,383.510009765625,380.8800048828125,383.4800109863281,192410000,-0.25097302107837116,DOWN
1991-12-19,383.4599914550781,383.4599914550781,380.6400146484375,382.5199890136719,199330000,1.1678429700957893,UP
1991-12-20,382.5199890136719,388.239990234375,382.5199890136719,387.0400085449219,316140000,2.4645931653608066,UP
1991-12-23,387.0499877929688,397.4400024414063,386.9599914550781,396.8200073242188,228900000,0.6285476504260923,UP
1991-12-24,396.8200073242188,401.7900085449219,396.8200073242188,399.3299865722656,162640000,1.3610339431547214,UP
1991-12-26,399.3299865722656,404.9200134277344,399.30999755859375,404.8399963378906,149230000,0.39856201132812963,UP
1991-12-27,404.8399963378906,406.5799865722656,404.5899963378906,406.4599914550781,157950000,2.090866427489546,UP
1991-12-30,406.489990234375,415.1400146484375,406.489990234375,415.1400146484375,245600000,0.4675206086394379,UP
1991-12-31,415.1400146484375,418.3200073242188,412.7300109863281,417.0899963378906,247080000,0.04074520053571895,UP
1992-01-02,417.0299987792969,417.2699890136719,411.0400085449219,417.260009765625,207570000,0.4960143536104855,UP
1992-01-03,417.2699890136719,419.7900085449219,416.1600036621094,419.3399963378906,224270000,-0.33017631137568504,DOWN
1992-01-06,419.30999755859375,419.4400024414063,416.9200134277344,417.9599914550781,251210000,-0.134163288639777,DOWN
1992-01-07,417.9599914550781,417.9599914550781,415.2000122070313,417.3999938964844,252780000,0.16742697842916376,UP
1992-01-08,417.3599853515625,420.2300109863281,415.0199890136719,418.1000061035156,290750000,-0.11733932835455985,DOWN
1992-01-09,418.0899963378906,420.5,415.8500061035156,417.6099853515625,292350000,-0.6046685644762295,DOWN
1992-01-10,417.6199951171875,417.6199951171875,413.30999755859375,415.1000061035156,236130000,-0.18342659949373008,DOWN
1992-01-13,415.0499877929688,415.3599853515625,413.5400085449219,414.3399963378906,200270000,1.4508624460313535,UP
1992-01-14,414.3399963378906,420.4400024414063,414.3200073242188,420.4400024414063,265900000,0.07842445537503684,UP
1992-01-15,420.4500122070313,421.1799926757813,418.7900085449219,420.7699890136719,314830000,-0.6121320893570203,DOWN
1992-01-16,420.7699890136719,420.8500061035156,415.3699951171875,418.2099914550781,336240000,0.15518166433081682,UP
1992-01-17,418.2000122070313,419.4500122070313,416.0,418.8599853515625,287370000,-0.6004419463818245,DOWN
1992-01-20,418.8599853515625,418.8599853515625,415.7999877929688,416.3599853515625,180900000,-0.9015050821705506,DOWN
1992-01-21,416.3599853515625,416.3900146484375,411.3200073242188,412.6400146484375,218750000,1.312986432512453,UP
1992-01-22,412.6499938964844,418.1300048828125,412.489990234375,418.1300048828125,228140000,-0.7639323050443014,DOWN
1992-01-23,418.1300048828125,419.7799987792969,414.3599853515625,414.9599914550781,234580000,0.1251611431354993,UP
1992-01-24,414.9599914550781,417.2699890136719,414.2900085449219,415.4800109863281,213630000,-0.11808013771039683,DOWN
1992-01-27,415.4400024414063,416.8399963378906,414.4800109863281,414.989990234375,190970000,-0.007229318467949497,DOWN
1992-01-28,414.9800109863281,416.4100036621094,414.5400085449219,414.9599914550781,218400000,-1.1258944188767828,DOWN
1992-01-29,414.9599914550781,417.8299865722656,409.1700134277344,410.3399963378906,248940000,0.3109661324718793,UP
1992-01-30,410.3399963378906,412.1700134277344,409.260009765625,411.6199951171875,194680000,-0.6947493386103565,DOWN
1992-01-31,411.6499938964844,412.6300048828125,408.6400146484375,408.7799987792969,197620000,0.1831367670831363,UP
1992-02-03,408.7900085449219,409.9500122070313,407.4500122070313,409.5299987792969,185290000,1.0438582241166339,UP
1992-02-04,409.6000061035156,413.8500061035156,409.2799987792969,413.8500061035156,233680000,-0.0024187525888175188,DOWN
1992-02-05,413.8800048828125,416.1700134277344,413.1799926757813,413.8399963378906,262440000,-0.004830364244856611,DOWN
1992-02-06,413.8699951171875,414.5499877929688,411.9299926757813,413.8200073242188,242050000,-0.6640908342815166,DOWN
1992-02-07,413.8200073242188,415.2900085449219,408.0400085449219,411.0899963378906,231120000,0.6477010771539282,UP
1992-02-10,411.0700073242188,413.7699890136719,411.0700073242188,413.7699890136719,184410000,-0.002411844501959415,DOWN
1992-02-11,413.7699890136719,414.3800048828125,412.239990234375,413.760009765625,200130000,0.807900433375508,UP
1992-02-12,413.7699890136719,418.0799865722656,413.3599853515625,417.1300048828125,237630000,-0.8315411107604476,DOWN
1992-02-13,417.1300048828125,417.7699890136719,412.0700073242188,413.6900024414063,229360000,-0.293345476835305,DOWN
1992-02-14,413.6900024414063,413.8399963378906,411.2000122070313,412.4800109863281,215110000,-1.2519038839382102,DOWN
1992-02-18,412.4800109863281,413.2699890136719,406.3399963378906,407.3800048828125,234300000,0.2155501057567899,UP
1992-02-19,407.3800048828125,408.7000122070313,406.5400085449219,408.260009765625,232970000,1.3626441686466761,UP
1992-02-20,408.260009765625,413.8999938964844,408.260009765625,413.8999938964844,270650000,-0.6003454450753898,DOWN
1992-02-21,413.8999938964844,414.260009765625,409.7200012207031,411.4299926757813,261650000,0.20374908683026272,UP
1992-02-24,411.4599914550781,412.9400024414063,410.3399963378906,412.2699890136719,177540000,-0.4434100992845247,DOWN
1992-02-25,412.2699890136719,412.2699890136719,408.0199890136719,410.4500122070313,210350000,1.179726453468044,UP
1992-02-26,410.4800109863281,415.3500061035156,410.4800109863281,415.3500061035156,241500000,-0.36003015625862833,DOWN
1992-02-27,415.3500061035156,415.989990234375,413.4700012207031,413.8599853515625,215110000,-0.28106932644074156,DOWN
1992-02-28,413.8599853515625,416.0700073242188,411.7999877929688,412.7000122070313,202320000,-0.06061340589185171,DOWN
1992-03-02,412.6799926757813,413.739990234375,411.5199890136719,412.4500122070313,180380000,0.09688600958480675,UP
1992-03-03,412.4500122070313,413.7799987792969,411.8800048828125,412.8500061035156,200890000,-0.8599466559307434,DOWN
1992-03-04,412.8599853515625,413.2699890136719,409.3299865722656,409.3299865722656,206860000,-0.6937041496878571,DOWN
1992-03-05,409.3299865722656,409.3299865722656,405.4200134277344,406.510009765625,205770000,-0.5118206190592112,DOWN
1992-03-06,406.510009765625,407.510009765625,403.6499938964844,404.4400024414063,185190000,0.19002221808668285,UP
1992-03-09,404.4500122070313,405.6400146484375,404.25,405.2099914550781,160650000,0.4128936894189805,UP
1992-03-10,405.2099914550781,409.1600036621094,405.2099914550781,406.8900146484375,203000000,-0.7078721574590219,DOWN
1992-03-11,406.8800048828125,407.0199890136719,402.6400146484375,404.0299987792969,186330000,-0.03465897293382092,DOWN
