Date,Open,High,Low,Close,Adj Close,Volume
2000-10-23,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,438
2000-10-24,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,0
2000-10-25,39.5,39.5,39.5,39.5,39.5,215
2000-10-26,39.0,46.5,39.0,42.5,42.5,75300
2000-10-27,45.0,45.47999954223633,42.20000076293945,44.29999923706055,44.29999923706055,29276
2000-10-30,44.900001525878906,44.900001525878906,39.70000076293945,41.060001373291016,41.060001373291016,23907
2000-10-31,41.060001373291016,41.060001373291016,41.060001373291016,41.060001373291016,41.060001373291016,0
2000-11-01,38.599998474121094,39.0,36.5,38.18000030517578,38.18000030517578,14927
2000-11-02,38.0,39.310001373291016,37.5,38.0,38.0,8622
2000-11-03,38.20000076293945,38.689998626708984,35.54999923706055,36.25,36.25,11671
2000-11-06,35.5,35.5,31.899999618530273,33.20000076293945,33.20000076293945,35989
2000-11-07,33.0099983215332,34.79999923706055,31.049999237060547,34.599998474121094,34.599998474121094,20634
2000-11-08,34.5,35.29999923706055,34.0,34.04999923706055,34.04999923706055,10507
2000-11-09,33.54999923706055,35.400001525878906,33.5,34.20000076293945,34.20000076293945,7626
2000-11-10,35.099998474121094,36.20000076293945,34.400001525878906,35.25,35.25,8977
2000-11-13,34.150001525878906,34.150001525878906,30.0,32.099998474121094,32.099998474121094,20820
2000-11-14,32.099998474121094,32.099998474121094,32.099998474121094,32.099998474121094,32.099998474121094,0
2000-11-15,35.0,35.0,33.5,34.369998931884766,34.369998931884766,4581
2000-11-16,33.5,33.5,33.0,33.099998474121094,33.099998474121094,7188
2000-11-17,32.220001220703125,32.83000183105469,31.5,31.5,31.5,3710
2000-11-20,31.510000228881836,32.0,28.600000381469727,29.649999618530273,29.649999618530273,6268
2000-11-21,29.790000915527344,29.790000915527344,28.450000762939453,29.299999237060547,29.299999237060547,7861
2000-11-22,28.5,28.5,24.149999618530273,25.5,25.5,18804
2000-11-24,34.13999938964844,39.20000076293945,31.5,39.20000076293945,39.20000076293945,20477
2000-11-27,45.0,51.9900016784668,43.0,53.0,53.0,174493
2000-11-28,59.25,63.0,46.900001525878906,51.7400016784668,51.7400016784668,367180
2000-11-29,48.0,49.0,43.0,43.95000076293945,43.95000076293945,97328
2000-11-30,42.099998474121094,43.75,38.75,39.5,39.5,79830
2000-12-01,43.9900016784668,46.0,43.0,43.54999923706055,43.54999923706055,56513
2000-12-04,45.0,45.900001525878906,39.0099983215332,41.400001525878906,41.400001525878906,30979
2000-12-05,42.54999923706055,47.400001525878906,42.54999923706055,45.29999923706055,45.29999923706055,46244
2000-12-06,45.5099983215332,48.689998626708984,40.099998474121094,40.02000045776367,40.02000045776367,39005
2000-12-07,39.97999954223633,43.5,38.0,40.400001525878906,40.400001525878906,16164
2000-12-08,41.20000076293945,42.20000076293945,39.20000076293945,40.0,40.0,9369
2000-12-11,41.0,42.5,37.20000076293945,38.5,38.5,25856
2000-12-12,38.11000061035156,40.5,37.29999923706055,40.20000076293945,40.20000076293945,12749
2000-12-13,41.63999938964844,43.0,38.93000030517578,39.099998474121094,39.099998474121094,18865
2000-12-14,40.540000915527344,45.400001525878906,40.02000045776367,43.900001525878906,43.900001525878906,26485
2000-12-15,43.150001525878906,44.5,40.400001525878906,41.5,41.5,5535
2000-12-18,39.9900016784668,41.9900016784668,38.25,40.20000076293945,40.20000076293945,18873
2000-12-19,39.9900016784668,40.95000076293945,38.5099983215332,39.79999923706055,39.79999923706055,4201
2000-12-20,38.70000076293945,38.70000076293945,34.29999923706055,34.29999923706055,34.29999923706055,9492
2000-12-21,34.5,35.0,32.54999923706055,35.0,35.0,4853
2000-12-22,35.5,39.0,34.099998474121094,37.599998474121094,37.599998474121094,10246
2000-12-27,37.70000076293945,39.0,36.400001525878906,38.0,38.0,9679
2000-12-28,38.5,40.0,35.0,37.70000076293945,37.70000076293945,12748
2000-12-29,36.70000076293945,38.0,35.0,37.900001525878906,37.900001525878906,23120
2001-01-02,36.04999923706055,36.04999923706055,29.799999237060547,31.700000762939453,31.700000762939453,13006
2001-01-03,32.09000015258789,33.0,25.100000381469727,32.0,32.0,19113
2001-01-04,32.650001525878906,35.5,32.5,34.099998474121094,34.099998474121094,13212
2001-01-08,36.0,38.040000915527344,33.900001525878906,34.0,34.0,13992
2001-01-09,35.220001220703125,35.5,33.5,34.25,34.25,22159
2001-01-10,34.45000076293945,34.45000076293945,34.0,34.45000076293945,34.45000076293945,2250
2001-01-11,34.599998474121094,36.099998474121094,34.400001525878906,36.0,36.0,10029
2001-01-12,36.0,36.84000015258789,35.33000183105469,35.650001525878906,35.650001525878906,11066
2001-01-16,37.349998474121094,37.349998474121094,35.5,35.709999084472656,35.709999084472656,11623
2001-01-17,35.5,38.0,35.5,36.25,36.25,7168
2001-01-18,35.599998474121094,36.5,33.58000183105469,35.0,35.0,12991
2001-01-19,34.61000061035156,35.529998779296875,33.25,33.95000076293945,33.95000076293945,8310
2001-01-22,33.5,34.5,32.54999923706055,33.75,33.75,5980
2001-01-23,33.0,33.099998474121094,31.600000381469727,33.459999084472656,33.459999084472656,3456
2001-01-24,34.0,34.599998474121094,32.0,32.5,32.5,10018
2001-01-25,32.04999923706055,33.0,29.110000610351562,29.700000762939453,29.700000762939453,16807
2001-01-26,30.700000762939453,35.099998474121094,30.700000762939453,34.900001525878906,34.900001525878906,13145
2001-01-29,34.75,35.0,33.25,34.75,34.75,8762
2001-01-30,33.849998474121094,34.349998474121094,32.0,33.0,33.0,7241
2001-02-01,32.709999084472656,33.79999923706055,32.599998474121094,32.599998474121094,32.599998474121094,1931
2001-02-02,33.0099983215332,33.5,32.5,32.5,32.5,1600
2001-02-05,32.599998474121094,32.70000076293945,32.0,32.0,32.0,2705
2001-02-06,32.70000076293945,33.099998474121094,32.45000076293945,33.099998474121094,33.099998474121094,238
2001-02-07,33.5,34.0,32.880001068115234,32.95000076293945,32.95000076293945,527
2001-02-08,34.0,36.0,33.900001525878906,35.5,35.5,3876
2001-02-09,35.5,36.099998474121094,33.880001068115234,35.650001525878906,35.650001525878906,3730
2001-02-12,35.54999923706055,36.0,35.54999923706055,35.900001525878906,35.900001525878906,1673
2001-02-13,36.25,37.150001525878906,36.25,36.5,36.5,1802
2001-02-14,36.88999938964844,36.88999938964844,36.0099983215332,36.0099983215332,36.0099983215332,1890
2001-02-16,34.79999923706055,35.20000076293945,34.04999923706055,34.04999923706055,34.04999923706055,3279
2001-02-20,32.849998474121094,33.099998474121094,32.099998474121094,32.099998474121094,32.099998474121094,1861
2001-02-21,31.100000381469727,31.100000381469727,29.81999969482422,30.700000762939453,30.700000762939453,9960
2001-02-22,30.200000762939453,31.049999237060547,30.0,30.899999618530273,30.899999618530273,4636
2001-02-23,29.600000381469727,30.899999618530273,29.209999084472656,30.25,30.25,7645
2001-02-26,30.899999618530273,32.0,30.760000228881836,31.200000762939453,31.200000762939453,3498
2001-02-27,30.760000228881836,31.299999237060547,30.75,30.75,30.75,1287
2001-02-28,30.420000076293945,30.950000762939453,30.399999618530273,30.75,30.75,2261
2001-03-01,30.0,30.0,29.010000228881836,29.100000381469727,29.100000381469727,2574
2001-03-02,29.100000381469727,29.5,26.5,28.5,28.5,4106
2001-03-05,27.989999771118164,27.989999771118164,26.690000534057617,27.799999237060547,27.799999237060547,2825
2001-03-06,28.25,28.989999771118164,27.850000381469727,28.149999618530273,28.149999618530273,2759
2001-03-07,28.0,28.600000381469727,28.0,28.5,28.5,865
2001-03-08,28.850000381469727,29.0,28.110000610351562,29.0,29.0,970
2001-03-09,28.649999618530273,29.969999313354492,28.649999618530273,29.950000762939453,29.950000762939453,1705
2001-03-12,30.309999465942383,32.88999938964844,29.969999313354492,30.799999237060547,30.799999237060547,1174
2001-03-13,29.899999618530273,30.0,28.700000762939453,28.700000762939453,28.700000762939453,9252
2001-03-15,27.600000381469727,28.5,27.25,28.299999237060547,28.299999237060547,3008
2001-03-16,27.0,28.0,26.950000762939453,27.459999084472656,27.459999084472656,424
2001-03-19,27.65999984741211,28.299999237060547,27.100000381469727,27.8799991607666,27.8799991607666,1251
2001-03-20,27.600000381469727,28.34000015258789,27.600000381469727,28.0,28.0,264
2001-03-21,27.690000534057617,27.690000534057617,25.260000228881836,26.600000381469727,26.600000381469727,4130
2001-03-22,25.700000762939453,25.700000762939453,21.850000381469727,22.5,22.5,1980
2001-03-23,23.100000381469727,24.0,21.0,21.0,21.0,622
2001-03-26,22.809999465942383,23.200000762939453,22.0,22.5,22.5,4238
2001-03-27,22.520000457763672,23.700000762939453,22.5,23.700000762939453,23.700000762939453,5800
2001-03-28,23.0,23.0,22.100000381469727,22.65999984741211,22.65999984741211,856
2001-03-29,22.010000228881836,22.5,22.010000228881836,22.209999084472656,22.209999084472656,1244
2001-03-30,22.59000015258789,22.59000015258789,22.299999237060547,22.299999237060547,22.299999237060547,1695
2001-04-02,23.0,23.899999618530273,22.030000686645508,22.200000762939453,22.200000762939453,2264
2001-04-03,21.649999618530273,21.989999771118164,21.399999618530273,21.899999618530273,21.899999618530273,2669
2001-04-04,22.0,22.0,20.200000762939453,20.799999237060547,20.799999237060547,8660
2001-04-05,21.989999771118164,21.989999771118164,21.34000015258789,21.5,21.5,2227
2001-04-06,22.0,22.0,19.739999771118164,20.399999618530273,20.399999618530273,3996
2001-04-09,20.190000534057617,21.0,17.5,20.989999771118164,20.989999771118164,12645
2001-04-10,19.690000534057617,20.799999237060547,19.510000228881836,19.899999618530273,19.899999618530273,2025
2001-04-11,20.100000381469727,20.5,19.399999618530273,19.940000534057617,19.940000534057617,2754
2001-04-12,19.59000015258789,20.8799991607666,19.59000015258789,20.8799991607666,20.8799991607666,1800
2001-04-17,20.100000381469727,21.0,19.989999771118164,21.0,21.0,8056
2001-04-18,21.200000762939453,25.459999084472656,21.200000762939453,24.780000686645508,24.780000686645508,6413
